time,rssi,isTag
1641969508.2710407,-76,True
1641969508.3794053,-70,True
1641969508.486301,-68,True
1641969508.5929694,-67,True
1641969508.6976528,-67,True
1641969508.803352,-68,True
1641969508.9087107,-67,True
1641969509.017001,-69,True
1641969509.1225913,-67,True
1641969509.228325,-69,True
1641969509.336953,-65,True
1641969509.4420357,-69,True
1641969509.5506268,-67,True
1641969509.6550992,-62,True
1641969509.8713143,-65,True
1641969509.9773757,-68,True
1641969510.188469,-65,True
1641969510.4020386,-66,True
1641969510.5094087,-67,True
1641969510.613295,-68,True
1641969510.7193804,-65,True
1641969510.828937,-63,True
1641969510.935755,-68,True
1641969511.047005,-66,True
1641969511.1534357,-64,True
1641969511.2594268,-63,True
1641969511.3633401,-67,True
1641969511.4693913,-65,True
1641969511.6831212,-69,True
1641969511.7884588,-65,True
1641969511.895625,-70,True
1641969512.0055935,-72,True
1641969512.1132863,-68,True
1641969512.2206185,-68,True
1641969512.327681,-62,True
1641969512.432983,-70,True
1641969512.5376463,-64,True
1641969512.6430836,-70,True
1641969512.7502744,-64,True
1641969512.9601984,-66,True
1641969513.1701446,-66,True
1641969513.277573,-69,True
1641969513.3881855,-71,True
1641969513.4976904,-65,True
1641969513.603177,-69,True
1641969513.7102067,-64,True
1641969513.921673,-63,True
1641969514.0307453,-66,True
1641969514.139417,-68,True
1641969514.243387,-68,True
1641969514.3519528,-69,True
1641969514.4602818,-64,True
1641969514.5683692,-67,True
1641969514.6769907,-68,True
1641969514.7815657,-66,True
1641969514.8869154,-69,True
1641969514.990909,-67,True
1641969515.0994768,-69,True
1641969515.2034407,-66,True
1641969519.3932385,-73,True
1641969519.5015898,-63,True
1641969519.6060665,-67,True
1641969519.7116208,-63,True
1641969519.816029,-67,True
1641969520.0321705,-67,True
1641969520.1395428,-69,True
1641969520.3532996,-70,True
1641969520.4592,-62,True
1641969520.669141,-63,True
1641969520.8815775,-63,True
1641969520.9860845,-66,True
1641969521.0959163,-70,True
1641969521.2036119,-67,True
1641969521.309625,-70,True
1641969521.413533,-67,True
1641969521.5209556,-70,True
1641969521.8404355,-62,True
1641969521.9472299,-66,True
1641969522.0558515,-70,True
1641969522.1610963,-67,True
1641969522.2697506,-71,True
1641969522.373396,-67,True
1641969522.5866966,-63,True
1641969522.6920726,-70,True
1641969522.800527,-62,True
1641969523.0184479,-70,True
1641969523.1254327,-63,True
1641969523.3392045,-63,True
1641969523.549208,-63,True
1641969523.7605715,-63,True
1641969523.970321,-63,True
1641969524.0761614,-67,True
1641969524.185896,-70,True
1641969529.3832886,-71,True
1641969529.601149,-68,True
1641969529.7071667,-71,True
1641969529.8139112,-69,True
1641969529.9221525,-71,True
1641969530.0267994,-64,True
1641969530.2418365,-65,True
1641969530.3472476,-69,True
1641969530.452935,-64,True
1641969530.558575,-69,True
1641969530.669716,-71,True
1641969530.7785995,-65,True
1641969530.9898567,-65,True
1641969531.0961285,-69,True
1641969531.206061,-72,True
1641969531.3124743,-68,True
1641969531.418565,-72,True
1641969531.5269394,-65,True
1641969531.6323543,-72,True
1641969531.7405963,-64,True
1641969531.8461287,-68,True
1641969531.953029,-64,True
1641969532.0574605,-68,True
1641969532.1632915,-63,True
1641969532.2712724,-69,True
1641969532.3771715,-71,True
1641969532.4824927,-69,True
1641969532.5886207,-73,True
1641969532.6923902,-68,True
1641969532.802461,-71,True
1641969532.9094534,-65,True
1641969533.1218705,-65,True
1641969533.2287636,-68,True
1641969533.4386702,-68,True
1641969533.5473819,-71,True
1641969533.6512659,-69,True
1641969533.761153,-71,True
1641969533.8681593,-64,True
1641969534.083045,-65,True
1641969534.1900592,-69,True
1641969534.2998438,-71,True
1641969534.403808,-69,True
1641969534.5123737,-71,True
1641969534.6182241,-65,True
1641969534.723594,-73,True
1641969534.831923,-65,True
1641969535.0445364,-64,True
1641969535.148733,-69,True
1641969539.391915,-65,True
1641969539.4999654,-69,True
1641969539.6075287,-71,True
1641969539.7113783,-69,True
1641969539.8174717,-73,True
1641969539.9257512,-65,True
1641969540.0325403,-72,True
1641969540.135668,-65,True
1641969540.3520443,-65,True
1641969540.457639,-69,True
1641969540.5675938,-71,True
1641969540.6755512,-65,True
1641969540.7838733,-71,True
1641969540.8919184,-65,True
1641969541.0013955,-69,True
1641969541.1100585,-71,True
1641969541.2168345,-65,True
1641969541.3263512,-69,True
1641969541.436162,-72,True
1641969541.5438657,-69,True
1641969541.6499126,-71,True
1641969541.7594228,-64,True
1641969541.866208,-70,True
1641969541.971752,-65,True
1641969542.076292,-69,True
1641969542.1845877,-65,True
1641969542.401326,-72,True
1641969542.5055854,-65,True
1641969542.6111877,-71,True
1641969542.7181308,-65,True
1641969542.9307148,-65,True
1641969543.037556,-70,True
1641969543.1462488,-71,True
1641969543.2500863,-69,True
1641969543.3586404,-71,True
1641969543.462583,-69,True
1641969543.6771564,-65,True
1641969543.8894756,-65,True
1641969544.0993724,-65,True
1641969547.5208046,-65,True
1641969547.7307463,-65,True
