time,rssi,isTag
1641965022.0446966,-79,True
1641965022.1516514,-59,True
1641965022.2581382,-76,True
1641965022.3678641,-58,True
1641965022.578927,-57,True
1641965022.6871457,-67,True
1641965022.79556,-68,True
1641965022.901723,-59,True
1641965023.008377,-69,True
1641965023.1166892,-61,True
1641965023.2223077,-63,True
1641965023.3319705,-66,True
1641965023.437414,-70,True
1641965023.5444627,-77,True
1641965023.6517384,-62,True
1641965023.866632,-58,True
1641965024.0832186,-74,True
1641965024.1918216,-59,True
1641965024.2968838,-74,True
1641965024.402925,-59,True
1641965024.509484,-74,True
1641965024.6152937,-60,True
1641965024.7194111,-75,True
1641965024.826634,-60,True
1641965024.934638,-71,True
1641965025.1484094,-70,True
1641965025.2568874,-82,True
1641965025.3665783,-59,True
1641965025.7980654,-77,True
1641965025.9040482,-61,True
1641965026.0079813,-73,True
1641965026.115241,-59,True
1641965026.219108,-74,True
1641965026.3252008,-59,True
1641965026.5363605,-60,True
1641965026.7487345,-61,True
1641965026.855593,-71,True
1641965026.9640636,-71,True
1641965027.3956692,-74,True
1641965027.6069024,-71,True
1641965027.7127454,-85,True
1641965027.9277823,-79,True
1641965028.0337648,-62,True
1641965028.2486162,-60,True
1641965028.571156,-62,True
1641965028.6752532,-79,True
1641965028.7811415,-62,True
1641965028.8888505,-79,True
1641965033.2319796,-85,True
1641965033.5540764,-60,True
1641965033.7705986,-86,True
1641965033.880697,-59,True
1641965034.0980344,-59,True
1641965034.310823,-86,True
1641965034.5258014,-86,True
1641965034.7357922,-86,True
1641965034.8453972,-59,True
1641965035.2719676,-88,True
1641965035.3805602,-60,True
1641965035.9203594,-59,True
1641965036.024485,-90,True
1641965036.1341114,-59,True
1641965036.3464916,-59,True
1641965036.8802557,-59,True
1641965036.9846048,-91,True
1641965037.5256546,-91,True
1641965037.6325445,-59,True
1641965037.7378368,-90,True
1641965037.8438993,-58,True
1641965037.9478793,-91,True
1641965043.1339798,-76,True
1641965043.2405162,-56,True
1641965043.3445888,-76,True
1641965043.450488,-57,True
1641965043.7723129,-68,True
1641965044.0910432,-78,True
1641965044.197623,-69,True
1641965044.303393,-77,True
1641965044.4093442,-57,True
1641965044.5169907,-77,True
1641965045.050923,-73,True
1641965045.2622774,-74,True
1641965045.3717945,-61,True
1641965045.4758334,-76,True
1641965045.581762,-61,True
1641965045.685809,-76,True
1641965045.793017,-61,True
1641965045.8968656,-74,True
1641965046.0055628,-60,True
1641965046.2155113,-61,True
1641965046.6420312,-72,True
1641965046.7528749,-58,True
1641965046.8567822,-73,True
1641965046.9665504,-58,True
1641965047.0747106,-70,True
1641965047.1819077,-72,True
1641965047.2891757,-58,True
1641965047.3968253,-72,True
1641965047.5029104,-59,True
1641965047.7153232,-59,True
1641965047.9305823,-71,True
1641965048.036007,-68,True
1641965048.1419487,-71,True
1641965048.3555257,-72,True
1641965048.4640598,-58,True
1641965048.6739936,-59,True
1641965048.8839862,-59,True
1641965048.993332,-69,True
1641965053.1422455,-59,True
1641965053.3547726,-61,True
1641965053.6727948,-66,True
1641965053.7799642,-72,True
1641965053.8883617,-63,True
1641965053.9924998,-69,True
1641965054.102268,-70,True
1641965054.206001,-68,True
1641965054.3157973,-67,True
1641965054.4240232,-65,True
1641965054.5312364,-67,True
1641965054.6395998,-66,True
1641965054.7459047,-66,True
1641965054.8534055,-65,True
1641965054.960203,-64,True
1641965055.1764529,-63,True
1641965055.2849529,-65,True
1641965055.3933563,-66,True
1641965055.6057477,-66,True
1641965055.715046,-65,True
1641965055.8236165,-67,True
1641965055.9344416,-66,True
1641965056.038763,-65,True
1641965056.1469755,-67,True
1641965056.2524707,-65,True
1641965056.362205,-66,True
1641965056.4681928,-67,True
1641965056.5721858,-65,True
1641965056.6806273,-68,True
1641965056.7886784,-63,True
1641965057.008221,-66,True
1641965057.112118,-66,True
1641965057.2193332,-66,True
1641965057.3247137,-65,True
1641965057.4342911,-65,True
1641965057.5385983,-63,True
1641965057.647201,-86,True
1641965057.9612377,-63,True
1641965061.1604562,-68,True
1641965061.2713776,-69,True
1641965061.375257,-68,True
1641965061.4850621,-69,True
1641965061.5894313,-64,True
1641965061.695033,-68,True
1641965061.799509,-68,True
1641965061.9052305,-65,True
1641965062.009514,-69,True
1641965062.2232692,-75,True
1641965062.3316622,-78,True
1641965062.4376645,-64,True
1641965062.5428011,-73,True
1641965062.6512392,-67,True
1641965062.7551064,-69,True
1641965062.862504,-68,True
1641965063.0790784,-89,True
1641965063.1856062,-69,True
1641965063.2914686,-70,True
1641965063.398672,-61,True
1641965063.5078611,-63,True
1641965063.6148164,-61,True
1641965063.7191875,-64,True
1641965063.8262858,-61,True
1641965063.930409,-67,True
1641965064.0388854,-71,True
1641965064.1473343,-60,True
1641965064.2526364,-70,True
1641965064.3586788,-61,True
1641965064.462622,-70,True
1641965064.569794,-61,True
1641965064.6749156,-70,True
1641965064.8849614,-71,True
1641965064.994685,-61,True
1641965065.1015615,-67,True
1641965065.3128672,-67,True
1641965065.422547,-73,True
1641965065.5322964,-61,True
1641965065.6389744,-68,True
1641965065.7475536,-73,True
1641965065.855357,-68,True
1641965065.9613376,-75,True
1641965066.0697825,-62,True
1641965066.1736846,-74,True
1641965066.2810025,-61,True
1641965066.6039605,-68,True
1641965066.7086935,-73,True
1641965066.8153007,-68,True
1641965066.9212031,-73,True
1641965072.1409435,-67,True
1641965072.2524924,-59,True
1641965072.360613,-63,True
1641965072.466551,-68,True
1641965072.576218,-60,True
1641965072.6801865,-83,True
1641965072.7872705,-62,True
1641965072.894179,-85,True
1641965073.0000148,-61,True
1641965073.1040087,-77,True
1641965073.2101433,-62,True
1641965073.3195133,-68,True
1641965073.4266584,-79,True
1641965073.637853,-91,True
1641965073.8528426,-74,True
1641965073.9587278,-64,True
1641965074.0626945,-72,True
1641965074.173579,-64,True
1641965074.2805126,-69,True
1641965074.4905398,-64,True
1641965074.6002603,-70,True
1641965074.706064,-61,True
1641965074.810184,-66,True
1641965074.9185753,-65,True
1641965075.0237222,-67,True
1641965075.130993,-65,True
1641965075.2404673,-70,True
1641965075.4542744,-67,True
1641965075.5589046,-71,True
1641965075.6672258,-44,True
1641965075.7713575,-69,True
1641965075.8810108,-59,True
1641965075.9878514,-66,True
1641965076.096261,-66,True
1641965076.2071378,-60,True
1641965076.3125477,-65,True
1641965076.4183187,-62,True
1641965076.6308367,-61,True
1641965076.736639,-69,True
1641965076.8421679,-64,True
1641965076.9464867,-66,True
1641965077.1603646,-65,True
1641965077.2674816,-70,True
1641965077.3740718,-70,True
1641965077.4798915,-68,True
1641965077.5908191,-65,True
1641965077.912783,-67,True
1641965078.0224113,-71,True
1641965078.131925,-62,True
1641965078.2376604,-67,True
1641965078.3460412,-69,True
1641965078.4556453,-62,True
1641965078.6746485,-62,True
1641965078.8873188,-67,True
1641965078.9938793,-66,True
1641965084.1391685,-67,True
1641965084.2449262,-61,True
1641965084.3491607,-68,True
1641965084.4562428,-61,True
1641965084.5627542,-67,True
1641965084.672468,-62,True
1641965084.887873,-67,True
1641965084.9974844,-62,True
1641965085.102707,-68,True
1641965085.212422,-61,True
1641965085.3183277,-66,True
1641965085.4236982,-62,True
1641965085.5283573,-69,True
1641965085.6338556,-62,True
1641965085.7419653,-69,True
1641965085.8465002,-69,True
1641965085.9532344,-68,True
1641965086.0577433,-68,True
1641965086.1674268,-62,True
1641965086.2715492,-68,True
1641965086.3786666,-62,True
1641965086.4857655,-67,True
1641965086.5922945,-61,True
1641965086.8077047,-70,True
1641965086.916079,-61,True
1641965087.0213697,-69,True
1641965087.1284866,-62,True
1641965087.2369819,-69,True
1641965087.3422873,-63,True
1641965087.4468791,-68,True
1641965087.5522754,-63,True
1641965087.661842,-69,True
1641965087.7663758,-69,True
1641965087.8772452,-63,True
1641965087.9813797,-70,True
1641965088.0896938,-62,True
1641965088.300909,-62,True
1641965088.4068348,-66,True
1641965088.5121014,-63,True
1641965088.6192756,-67,True
1641965088.728677,-68,True
1641965088.8383396,-62,True
1641965088.942358,-68,True
1641965091.1871428,-69,True
1641965091.295584,-61,True
1641965091.3996286,-69,True
1641965091.5054672,-62,True
1641965091.6095896,-70,True
1641965091.7204385,-61,True
1641965091.830128,-69,True
1641965091.935894,-68,True
1641965092.0401247,-68,True
1641965092.1471543,-70,True
1641965092.256727,-63,True
